path,kind,extension,bytes,sha256,dimensions_or_filetype,content_type,url
assets/OPM_Links/StructuralAgg.png,asset_reference_fallback,png,54181,96c4b685636d2af7127284150a523f8f8435c037042e8af89c3adfccfd3a8b12,"HTML document text, ASCII text, with very long lines (48780), with CRLF line terminators",text/html; charset=utf-8,https://opcloud-sandbox.web.app/assets/OPM_Links/StructuralAgg.png
assets/SVG/CSVoff.svg,graphic_asset,svg,2699,c2ab76d04c38451efc2451e37f91cdb2d2510e29f91ed075013f315fe51da4dd,viewBox 0 0 37 36,image/svg+xml,https://opcloud-sandbox.web.app/assets/SVG/CSVoff.svg
assets/SVG/CSVon.svg,graphic_asset,svg,2605,298e5ffa5f4c5abe76faa9f6ad1ef0c7561f293f899310c746be6d9c59f1cb4e,viewBox 0 0 36 35,image/svg+xml,https://opcloud-sandbox.web.app/assets/SVG/CSVon.svg
assets/SVG/Condition_In_Out.svg,graphic_asset,svg,7399,38f46f3e06476fd37db44162b91c375acd2220498d27be8ccaa43f69c7170b2b,viewBox 0 0 80 50,image/svg+xml,https://opcloud-sandbox.web.app/assets/SVG/Condition_In_Out.svg
assets/SVG/Event_In_Out.svg,graphic_asset,svg,3137,844b78fb93afa37c821e7fe28644c13392a2a00a8540211ee258d24b50adb973,viewBox 0 0 80 50,image/svg+xml,https://opcloud-sandbox.web.app/assets/SVG/Event_In_Out.svg
assets/SVG/ExpressHalo.svg,graphic_asset,svg,1156,ba1585ce861c1a73423004a7774ee1344b36de2bbbc3380a09f828e9305f2df0,viewBox 0 0 41 41,image/svg+xml,https://opcloud-sandbox.web.app/assets/SVG/ExpressHalo.svg
assets/SVG/In_Out_Link_Pair.svg,graphic_asset,svg,7081,f7d837a646e6679aaeb7269b99217f15d8002bee732e1ab86e4c45ffa9adcd5b,viewBox 0 0 81 50,image/svg+xml,https://opcloud-sandbox.web.app/assets/SVG/In_Out_Link_Pair.svg
assets/SVG/Input_Link_Pair.svg,graphic_asset,svg,6852,8d478c02115fa9f39b2220971010fbefaac1dd003902578caee405960821ab37,viewBox 0 0 81 51,image/svg+xml,https://opcloud-sandbox.web.app/assets/SVG/Input_Link_Pair.svg
assets/SVG/Output_Link_pair.svg,graphic_asset,svg,6865,e5ffb3ef1323d7e3aa63ea8ce15e97b74610ef8771f9bb3f6efb625bfd71745c,viewBox 0 0 81 51,image/svg+xml,https://opcloud-sandbox.web.app/assets/SVG/Output_Link_pair.svg
assets/SVG/addConnected.svg,graphic_asset,svg,1250,d1b716b3585e761dde046042c800082d95ba4ceeaf3b0438a18219514833e81a,viewBox 0 0 41 41,image/svg+xml,https://opcloud-sandbox.web.app/assets/SVG/addConnected.svg
assets/SVG/addStates.svg,graphic_asset,svg,945,ea793222577403140efbb61fdd29d0c68e47fa5f52db616b18ebcee1838edc0e,viewBox 0 0 41 41,image/svg+xml,https://opcloud-sandbox.web.app/assets/SVG/addStates.svg
assets/SVG/arrow.svg,graphic_asset,svg,172,344f9b9e506af87276c912a9ba830d40369f031c7ff2417c340ecc8dd344fd9c,viewBox 0 0 14 9,image/svg+xml,https://opcloud-sandbox.web.app/assets/SVG/arrow.svg
assets/SVG/autosave.svg,graphic_asset,svg,2855,1ac496135a5bfb82ad73a40d33e6204e63e3fbe79904b99b845cbdd976bc76d9,viewBox 0 0 38 45,image/svg+xml,https://opcloud-sandbox.web.app/assets/SVG/autosave.svg
assets/SVG/computation.svg,graphic_asset,svg,751,fa700d6d2378d2c3df88fd1e549911650c32b5ab209406d4dd4882416ceb23e2,viewBox 0 0 40 40,image/svg+xml,https://opcloud-sandbox.web.app/assets/SVG/computation.svg
